id,titre,date,popularite,note,synopsis,budget,revenu,duree,genres,langue_originale,site_officiel,poster_url,backdrop_url,genre_principal
1363123,The Family Plan 2,2025-11-11,108.2333,6.663,"Maintenant que sa vie de tueur à gages appartient au passé, Dan rêve de fêter Noël avec ses enfants. Mais lorsqu'il apprend que sa fille a d'autres projets, il décide d'emmener sa famille en voyage à Londres, où ils seront confrontés à un ennemi inattendu.",0,0,106,"Action, Comédie",en,https://tv.apple.com/fr/movie/umc.cmc.1wj0ab94s7t1wy7sqv5dt6bfy,https://image.tmdb.org/t/p/w500/qlwplmgaj36GElSofHrykqXtebL.jpg,https://image.tmdb.org/t/p/w1280/7nAVXGHHtaNcdsqvDXmY6R9N0fG.jpg,Action
1309012,Altered,2025-09-18,116.2959,6.3,"Dans un présent alternatif, les humains génétiquement améliorés dominent la société. Les parias Léon et Chloé se battent pour la justice contre des politiciens corrompus exploitant la disparité génétique, risquant tout pour défier le système oppressif.",15000000,346774,87,"Science-Fiction, Action",en,"",https://image.tmdb.org/t/p/w500/6QlAcGRaUrgHcZ4WTBh5lsPnzKx.jpg,https://image.tmdb.org/t/p/w1280/q9bvjUkpKltPE0S9oxci2pmD1Zx.jpg,Action
1539104,JUJUTSU KAISEN : Exécution,2025-11-07,101.2312,5.38,"Un Rideau s’est abattu autour de Shibuya en pleine soirée d’Halloween et des milliers de personnes se retrouvent enfermées à l’intérieur. Satoru Gojo, le plus puissant exorciste, se rend sur place, mais il s’agit là d’un piège tendu par les maîtres des fléaux afin de le sceller dans une relique.  Yuji Itadori, avec ses camarades et de nombreux exorcistes de haut rang, se joint au combat, et des affrontements sans précédent l’attendent. C’est l’incident de Shibuya, à la suite duquel dix secteurs à travers le Japon deviennent de véritables nids à fléaux.  Tout cela fait partie du plan orchestré par Noritoshi Kamo, l’exorciste le plus maléfique de l’Histoire. Alors qu’une Traque meurtrière est lancée, l’exorciste de classe S Yuta Okkotsu reçoit pour mission d’exécuter Yuji pour ses crimes supposés.",0,0,90,"Animation, Action",ja,"",https://image.tmdb.org/t/p/w500/qg4Qfsr0wWLTkRSIjI04NQzxB3w.jpg,https://image.tmdb.org/t/p/w1280/eMBYlgFTHfZaTz96eJxlkeMsKo9.jpg,Action
1311031,Demon Slayer : Kimetsu no Yaiba - Le film : La Forteresse infinie,2025-07-18,101.3606,7.6,"L'armée des pourfendeurs de démons est attirée dans la Forteresse Infinie, où Tanjiro, Zenitsu et Inosuke  affrontent de terrifiants démons de rang supérieur dans un combat désespéré alors que la bataille finale contre Kibutsuji Muzan commence.",20000000,768943856,155,"Animation, Action, Fantastique",ja,"",https://image.tmdb.org/t/p/w500/wXTU3AFmlUPbqjH68MZ989uHd6k.jpg,https://image.tmdb.org/t/p/w1280/1RgPyOhN4DRs225BGTlHJqCudII.jpg,Action
1196573,La Place du mort,2025-07-31,90.2811,7.083,"Après des années de prison, Nate s'est fait de dangereux ennemis, dont le puissant gang criminel pour lequel il travaillait en prison. Pour prendre un nouveau départ, Nate rompt tout lien avec son ancien gang dès sa sortie, mais celui-ci décide de s'en prendre à sa famille. Nate récupère Polly, sa timide fille de dix ans qu'il connaît à peine, et prend la fuite pour sa sécurité.",0,23443,120,"Action, Thriller, Crime",en,https://blackbearpictures.com/film-and-tv/she-rides-shotgun,https://image.tmdb.org/t/p/w500/gqWCnMLPOAWuD5HbUs4GNv3AGSj.jpg,https://image.tmdb.org/t/p/w1280/ytCi1wg6YHpYcFRWCO2jpzN31Kf.jpg,Action
1469354,Border Hunters,2025-10-20,85.7718,7.889,"Lorsqu’un jeune Américain meurt d’une surdose de fentanyl au Mexique, l’ex-espion Abraham Woodhill est chargé de la mission d’anéantir les cartels responsables. Avec l’aide de l’ex-agent détenu Jake Byrne, l’infâme « White Devil », il déclenche une violente opération capitale à travers les villages, la jungle et les retranchements des cartels. Mettant en vedette Dean Norris et Julio Macias.",0,0,82,"Action, Thriller",en,"",https://image.tmdb.org/t/p/w500/16aP0pZDH5s4Gyg80Tc5A9RRTeS.jpg,https://image.tmdb.org/t/p/w1280/tRdorrIjlybrGsebXOzgF7vRyYy.jpg,Action
1116465,A Legend,2024-07-05,84.1168,6.879,Quand le professeur Chen remarque que la texture des objets découverts par ses étudiants lors d'une expédition sur un glacier ressemble étrangement à un pendentif en jade qu'il a vu dans ses rêves. Il soupçonne que le pendentif sert de pont entre le royaume des rêves et la réalité.,0,11242056,129,"Action, Aventure, Fantastique",zh,"",https://image.tmdb.org/t/p/w500/fpyR8YZ0UpWTVn8AetrUN4Bql9t.jpg,https://image.tmdb.org/t/p/w1280/7FDVhmCur4LMOfnXMteiSCtsdOb.jpg,Action
1054867,Une bataille après l'autre,2025-09-23,100.304,7.489,"Bob Ferguson est un ancien révolutionnaire paranoïaque et désabusé, qui a jadis œuvré avec son ex, Perfidia, au sein du French 75, un groupe militant voué au renversement du gouvernement américain. Seize ans plus tard, Bob vit seul avec sa fille, Willa, quand celle-ci disparaît soudainement. Bob soupçonne son vieil ennemi d’antan, le Colonel Steven J. Lockjaw, d’être responsable de sa disparition. Il décide alors de renouer avec ses anciens frères d’armes pour retrouver sa fille, quitte à confronter les fantômes de son passé.",175000000,202150456,162,"Thriller, Crime, Action",en,"",https://image.tmdb.org/t/p/w500/mnlzDEFOiut55lzM9Lt9ga8xpwo.jpg,https://image.tmdb.org/t/p/w1280/zpEWFNqoN8Qg1SzMMHmaGyOBTdW.jpg,Action
1208561,Art of Eight Limbs,2024-08-16,76.7764,6.4,"En mission au Myanmar, un analyste de données de la CIA et un kickboxer à temps partiel doivent infiltrer un tournoi d’arts martiaux qui sert de couverture à un marchand d’armes vendant du gaz neurotoxique VX. Son objectif: fournir un dispositif de détection crucial, aux alliés. Cependant, alors que la mission devient incontrôlable, il est forcé de faire face aux combattants les plus impitoyables du monde, étant considéré comme la dernière ligne de défense contre une menace mondiale imminente.",101,0,101,"Action, Thriller",en,"",https://image.tmdb.org/t/p/w500/xVvwD7qDqBlMP4CYx6l7JNuXoNE.jpg,https://image.tmdb.org/t/p/w1280/cVzAhirOhKh91AB1TFcGn0Rh5c3.jpg,Action
575265,Mission : Impossible - The Final Reckoning,2025-05-17,59.6797,7.259,"Ethan Hunt se rend à Londres avec son équipe dans l'espoir de remonter la piste du mystérieux Gabriel, qu'il a affronté deux mois auparavant à bord de l'Orient-Express et qui détient la clé contrôlant l’intelligence artificielle toute puissante surnommée l'Entité. Adulée par les uns, redoutée par les autres, l’Entité se distingue par sa capacité à prédire toutes les éventualités possibles. Elle connaît parfaitement les forces et faiblesses d’Ethan et de son équipe. Gabriel compte l'utiliser pour mettre en œuvre son plan ultime : annihiler Ethan et son équipe, s’emparer de tous les systèmes de défense planétaires et déclencher la Troisième Guerre mondiale.",400000000,598056261,173,"Action, Thriller",en,https://www.missionimpossible-lefilm.fr,https://image.tmdb.org/t/p/w500/AozMgdALZuR1hDPZt2a1aXiWmL4.jpg,https://image.tmdb.org/t/p/w1280/xPNDRM50a58uvv1il2GVZrtWjkZ.jpg,Action
1248226,Une journée incontrôlable,2025-11-05,51.396,6.151,"Lorsque Brian, comptable au chômage, accepte de passer l'après-midi avec Jeff et leurs fils, il s'attend à un moment tranquille. Mais ils se retrouvent poursuivis par des mercenaires, et Brian, pris au dépourvu, doit surmonter des obstacles plus absurdes les uns que les autres. Ce père de banlieue se retrouve dans une aventure chaotique digne d'un film d'action.",0,0,93,"Action, Comédie, Familial",en,https://www.primevideo.com/detail/0P2NNN5ML0IIXVF9I1DQ7VJY8Y,https://image.tmdb.org/t/p/w500/h4vaRtMxokNjU1IDWouQxK6eN0o.jpg,https://image.tmdb.org/t/p/w1280/5lQ4euO30sDin5nCifvi0vURFNd.jpg,Action
617126,Les 4 Fantastiques : Premiers pas,2025-07-23,52.8376,7.027,"Dans le contexte vibrant d’un monde rétro-futuriste inspiré des années 60, le film présente la première famille de Marvel : Reed Richards/Mister Fantastic, Sue Storm/La Femme Invisible, Johnny Storm/La Torche Humaine et Ben Grimm/La Chose  alors qu’ils font face à leur défi le plus redoutable à ce jour. Contraints d’équilibrer leur rôle de héros avec la force de leur lien familial, ils doivent défendre la Terre contre un dieu spatial vorace appelé Galactus et son énigmatique héraut, le Surfeur d’Argent. Et comme si le plan de Galactus de dévorer la planète entière et tous ses habitants n’était pas déjà assez mauvais, cela devient soudainement très personnel.",200000000,521858728,115,"Science-Fiction, Aventure, Action",en,https://www.disney.fr/films/les-quatre-fantastiques-premiers-pas,https://image.tmdb.org/t/p/w500/rNc4KARs6fVa4axzvuv3NfUiNy1.jpg,https://image.tmdb.org/t/p/w1280/hBvaanw3RfMEs1m1blY7xwRXzul.jpg,Action
1433719,High Ground,2025-03-17,47.1644,5.986,"Alors qu'un mystérieux prisonnier arrive en prison, le shérif d'une ville frontalière doit affronter la fureur d'un terrible cartel dans ce thriller plein d'action avec Charlie Weber, Katherine McNamara, et l'acteur oscarisé Jon Voight.",0,0,92,"Thriller, Crime, Action",en,"",https://image.tmdb.org/t/p/w500/f5LLOa7u6ftpbc6SckNb2lNPB3.jpg,https://image.tmdb.org/t/p/w1280/kyp7PSCKPZKGosthRbjfXPm8gJg.jpg,Action
1291608,धुरंधर,2025-12-05,57.5902,6.81,"",0,0,214,"Action, Thriller",hi,"",https://image.tmdb.org/t/p/w500/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,https://image.tmdb.org/t/p/w1280/yRYgvo2crAeHzqKwXMVtEaDx7Qq.jpg,Action
1061474,Superman,2025-07-09,48.1178,7.409,"Superman doit trouver l’équilibre entre ses racines kryptoniennes et son identité humaine, sous les traits de Clark Kent, originaire de Smallville, dans le Kansas. Il est l’incarnation de la vérité, de la justice et des valeurs américaines et il est animé par une véritable bienveillance dans un monde qui considère cette qualité comme obsolète.",225000000,616684465,130,"Science-Fiction, Aventure, Action",en,https://newsroom.warnerbros.fr/superman,https://image.tmdb.org/t/p/w500/bL1U8TDb2ZiThIBFAdKHOfpv8lk.jpg,https://image.tmdb.org/t/p/w1280/yRBc6WY3r1Fz5Cjd6DhSvzqunED.jpg,Action
7451,xXx,2002-08-09,60.8998,5.974,"Après une série de tests, Xander Cage dit « xXx », un spécialiste des sports extrêmes couvert de tatouages, est recruté par Augustus Gibbons, un agent de la National Security Agency (NSA), pour s’infiltrer dans une organisation criminelle et mettre fin à ses agissements. Dirigée par un certain Yorgi, celle‐ci se fait appeler « Anarchie 99 » et son siège se situe à Prague, en République tchèque. Gibbons est persuadé que Xander Cage réussira là où les espions conventionnels ont échoué.Ce dernier insiste toutefois pour accomplir cette mission à sa façon. Il se présente alors directement à Yorgi et se lie rapidement d’amitié avec lui, l’occasion pour Xander Cage de découvrir les terribles desseins de l’organisation.",70000000,277448382,124,"Action, Aventure, Thriller, Crime, Drame",en,"",https://image.tmdb.org/t/p/w500/kqOFMFcCfUf4CgKQhcNf7lOlRYV.jpg,https://image.tmdb.org/t/p/w1280/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,Action
1234821,Jurassic World : Renaissance,2025-07-01,45.0959,6.38,"Une nouvelle ère voit le jour. Une équipe visite le lieu le plus risqué sur terre, une île sur laquelle vivent des dinosaures trop dangereux pour le Parc Jurassique original. Leur mission : recueillir l'ADN de trois dinosaures gigantesques pour créer un médicament aux bienfaits miraculeux. Dans cette contrée truffée de périls, ils découvrent un secret dissimulé au monde entier depuis des décennies.",180000000,868878422,134,"Science-Fiction, Aventure, Action",en,"",https://image.tmdb.org/t/p/w500/39BWHFc5J2Pp7gHcykwOkm3tWTA.jpg,https://image.tmdb.org/t/p/w1280/fQOV47FHTJdaSuSUNlzP3zXUZWE.jpg,Action
1128650,The Prosecutor,2024-12-08,44.837,6.826,"Un jeune homme pauvre est accusé à tort de trafic de drogue après avoir été trompé. Un ancien procureur enquête sur l'affaire, découvre le complot d'une équipe d'avocats corrompus et rétablit la justice malgré l'obstruction des forces du mal.",38500000,128093757,117,"Action, Drame, Crime, Thriller",cn,"",https://image.tmdb.org/t/p/w500/2tH6utnYvlTpGvbQCs5FdeQIKFp.jpg,https://image.tmdb.org/t/p/w1280/4frrYwamVG0eXhdMTy3cpNNcCBp.jpg,Action
1296504,Stand Your Ground,2025-05-09,39.3311,4.5,"Jack Johnson, ancien membre des forces spéciales, invoque la loi « Stand Your Ground » pour se venger du meurtre de sa femme, déclenchant une guerre brutale contre la famille d'un baron du crime local qui aboutit à une confrontation explosive.",0,0,100,"Action, Thriller, Crime",en,"",https://image.tmdb.org/t/p/w500/2YeqpZ0TRxL3Af4C2yxTSRELqa6.jpg,https://image.tmdb.org/t/p/w1280/wE1TZtB5G1fdiln3PPnnLhExuCz.jpg,Action
1426968,Ya no quedan junglas,2025-09-26,38.3558,6.867,"",0,0,89,"Action, Crime, Thriller",es,"",https://image.tmdb.org/t/p/w500/9aCPjtt0mxnMmdvdfCuCGDqxEg8.jpg,https://image.tmdb.org/t/p/w1280/zmfaCjc4MNUWgEztT3pOOyMSMBw.jpg,Action
911430,F1® Le Film,2025-06-25,50.2024,7.813,"Sonny Hayes était le prodige de la F1 des années 90 jusqu’à son terrible accident. Trente ans plus tard, devenu un pilote indépendant, il est contacté par Ruben Cervantes, patron d’une écurie en faillite qui le convainc de revenir pour sauver l’équipe et prouver qu’il est toujours le meilleur. Aux côtés de Joshua Pearce, diamant brut prêt à devenir le numéro 1, Sonny réalise vite qu'en F1, son coéquipier est aussi son plus grand rival, que le danger est partout et qu'il risque de tout perdre.",250000000,631527111,155,"Action, Drame",en,"",https://image.tmdb.org/t/p/w500/up0kyZZlLX24dE9SzDuTjXe6HFl.jpg,https://image.tmdb.org/t/p/w1280/lkDYN0whyE82mcM20rwtwjbniKF.jpg,Action
24428,Avengers,2012-04-25,44.1114,7.871,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",220000000,1518815515,145,"Science-Fiction, Action, Aventure",en,"",https://image.tmdb.org/t/p/w500/ylsAO88v2tF0iXRFojPa0UaAJf1.jpg,https://image.tmdb.org/t/p/w1280/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,Action
1084222,Operation Blood Hunt,2024-12-12,36.6883,6.7,"Sur une île isolée du Pacifique Sud, un groupe hétéroclite de militaires rejetés enquêtent ssur la disparition d'unités marines qui seraient aux mains de l'armée impériale japonaise.",0,0,94,"Action, Aventure, Horreur",en,"",https://image.tmdb.org/t/p/w500/u36L4VEFTRIw11eK3xw8zjT0blT.jpg,https://image.tmdb.org/t/p/w1280/xp6lAdlYH5DfzxTL6h4W5lTV29G.jpg,Action
1223601,Sisu : le chemin de la vengeance,2025-10-21,39.0671,7.5,"Un survivant de guerre retourne dans la maison où sa famille a été sauvagement tuée. Il la démonte, la charge sur un camion, déterminé à la reconstruire en leur honneur dans un endroit sûr. Lorsque le commandant de l’Armée rouge responsable de la mort des siens revient avec la ferme intention d’en finir avec lui s’ensuit une incroyable poursuite à travers le pays.",12200000,5708490,89,"Action, Guerre",fi,"",https://image.tmdb.org/t/p/w500/ia3sN97RPKWeFEZlrlJvMqP9mt6.jpg,https://image.tmdb.org/t/p/w1280/7SgljBnhPPoHxKoQL5ooIhrEgAS.jpg,Action
19995,Avatar,2009-12-15,39.5744,7.594,"Un marine paraplégique, envoyé sur la lune Pandora pour une mission unique, est tiraillé entre suivre ses ordres et protéger le monde qu'il considère dorénavant comme le sien.",237000000,2923706026,166,"Action, Aventure, Fantastique, Science-Fiction",en,https://www.avatar.com/,https://image.tmdb.org/t/p/w500/v5Y8pVwJK68SKQQ1GRbIB1hkPDy.jpg,https://image.tmdb.org/t/p/w1280/7JNzw1tSZZEgsBw6lu0VfO2X2Ef.jpg,Action
1026821,大雨,2024-01-12,33.4146,6.267,"",0,0,102,"Animation, Fantastique, Action, Aventure",zh,"",https://image.tmdb.org/t/p/w500/3CsivmtcjwMUvU0Mu7zZgnK9QaR.jpg,https://image.tmdb.org/t/p/w1280/qWRTIqDzxyOC6ndumxOngDMAHxl.jpg,Action
1244531,Beast of War,2025-09-18,32.9721,6.3,"1942, des soldats australiens s'échouent en pleine mer. Sur leur radeau de fortune, ils deviennent la proie d'un grand requin blanc.",0,186472,87,"Thriller, Horreur, Guerre, Action",en,"",https://image.tmdb.org/t/p/w500/2xgDjVEOtu5LlbPEngxfbCqWEFg.jpg,https://image.tmdb.org/t/p/w1280/ktsHS7DhwS4M54I3CBkxNV5GlTM.jpg,Action
1087192,Dragons,2025-06-06,34.6054,8.0,"Sur l'île accidentée de Berk, où Vikings et dragons se vouent une haine viscérale depuis des générations, Harold fait figure d'exception. Fils inventif mais négligé du chef Stoïck la Brute, il bouscule les traditions en se liant d'amitié avec Krokmou, une Furie nocturne. Leur duo improbable va révéler la vraie nature des dragons et bouleverser les fondements de la société viking. Avec la forte et ambitieuse Astrid et l'excentrique forgeron du village Gueulfor à ses côtés, Harold fait face à un monde déchiré par la peur et l'incompréhension. Lorsqu'une ancienne menace refait surface et met en péril les Vikings autant que les dragons, l'amitié entre Harold et Krokmou devient la clé de l'élaboration d'un avenir meilleur. Ensemble, ils doivent trouver la voie menant à la paix, s'envolant au-delà des frontières de leurs mondes pour redéfinir la véritable nature d'un héros et d'un chef.",150000000,636251264,125,"Fantastique, Familial, Action, Aventure",en,https://www.universalpictures.fr/micro/how-to-train-your-dragon,https://image.tmdb.org/t/p/w500/515phfKCjq7zBEY2UoslEAoNgnW.jpg,https://image.tmdb.org/t/p/w1280/vHTFrcqJoCi1is3XN0PZe2LSnI2.jpg,Action
1161617,Code 3,2025-09-12,30.1908,6.683,"Une journée dans la vie de deux ambulanciers surmenés. Randy pense à démissionner, mais il doit d'abord effectuer une dernière garde de 24 heures pour former son remplaçant.",0,12140,104,"Action, Comédie",en,"",https://image.tmdb.org/t/p/w500/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg,https://image.tmdb.org/t/p/w1280/vZK3f5N8Fv2LcyFYLwt6dz0HE1H.jpg,Action
1511789,Captain Hook: The Cursed Tides,2025-07-11,33.1189,4.951,"",0,0,90,"Aventure, Action, Horreur",en,"",https://image.tmdb.org/t/p/w500/bcP7FtskwsNp1ikpMQJzDPjofP5.jpg,https://image.tmdb.org/t/p/w1280/ygOR390GzOX5Quv0kAAcUNDG7fp.jpg,Action
76600,Avatar : La Voie de l'eau,2022-12-14,36.5382,7.6,"Une dizaine d'années s'est écoulée depuis les précédents évènements survenus sur Pandora. Jake Sully et Neytiri sont devenus parents. Leur vie idyllique, proche de la nature, est menacée lorsque la « Ressources Développement Administration », dangereuse organisation non-gouvernementale, est de retour sur Pandora. Contraints de quitter leur habitat naturel, Jake et sa famille se rendent sur les récifs, où ils pensent trouver asile. Mais ils tombent sur un clan, les Metkayina, aux mœurs différentes des leurs.",350000000,2353096253,192,"Action, Aventure, Science-Fiction",en,https://www.avatar.com/,https://image.tmdb.org/t/p/w500/kQYx143yujkwyjJdZH2skOGeQfA.jpg,https://image.tmdb.org/t/p/w1280/cd8YDn7M0lfaHhZdU6MvCDxPalP.jpg,Action
736526,Troll,2022-11-30,24.1772,6.583,"Lorsqu'une explosion dans une montagne en Norvège réveille un ancien troll, les autorités font appel à une paléontologue intrépide pour l'empêcher de semer le chaos.",0,0,104,"Fantastique, Action, Aventure",no,https://www.netflix.com/fr/title/81245455,https://image.tmdb.org/t/p/w500/5k6aT5eWM2UOjInSBx7sM9OEePK.jpg,https://image.tmdb.org/t/p/w1280/ml2Nl1JzWV0WlniVuF5YLrYt1ot.jpg,Action
1007734,Nobody 2,2025-08-13,31.3999,7.0,"Quatre ans après sa malencontreuse altercation avec la mafia russe, Hutch doit toujours 30 millions de dollars à la redoutable organisation et s'efforce de la rembourser en enchaînant sans répit les contrats d'une liste de criminels à abattre aussi interminable qu'internationale. Bien qu'il apprécie le caractère intense de son travail, Hutch se retrouve vite surmené, tout comme sa femme Becca, et ils s'éloignent inexorablement l'un de l'autre.",25000000,41618135,89,"Action, Thriller",en,"",https://image.tmdb.org/t/p/w500/gmyEMJqpScyALufAMspejI6qGQx.jpg,https://image.tmdb.org/t/p/w1280/82C04rTiXYZ7c8XZv91Nu53w82Y.jpg,Action
1214140,Orang Ikan,2025-05-08,27.1836,5.825,"",0,0,83,"Horreur, Fantastique, Action, Thriller",en,"",https://image.tmdb.org/t/p/w500/x1JOs4xWNr1QYjDAXHxWw1NJ7Sq.jpg,https://image.tmdb.org/t/p/w1280/fxKC10HQliVA3Tn5smOclqzL96N.jpg,Action
106,Predator,1987-06-12,30.5782,7.542,"Le Major Dutch Schaefer et son équipe sont envoyés dans la jungle sud-américaine avec pour mission de délivrer des alliés pris en otage par une bande de guérilleros. Mais pendant l'opération, Dutsch et ses hommes s'aperçoivent que les preneurs d'otages ont été... dépecés et suspendus à la plus haute cime des arbres. Très vite, le commando comprend qu'il a en face de lui un ennemi hors du commun. Un monstre invisible et indestructible venu d'une autre planète. Un extraterrestre rompu à toutes les formes d'attaques et qui ne poursuit qu'un seul but : la chasse à l'être humain. Schaefer et sa troupe sont pour lui du gibier de premier choix.",15000000,98267558,107,"Science-Fiction, Action, Aventure, Thriller",en,"",https://image.tmdb.org/t/p/w500/lXoATMtTK3ZsICCvTtXygASHZd9.jpg,https://image.tmdb.org/t/p/w1280/70cezTFUmtijJLqnZw02gQlKVKJ.jpg,Action
